example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",Dementia,dementia,disease,associated_with,sleep debt,sleep debt,other
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",Dementia,dementia,disease,associated_with,circadian rhythm sleep disorders,circadian rhythm sleep disorders,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,Dementia,dementia,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",insomnia,insomnia,disease,hyponym_of,sleep disorders,sleep disorders,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",hypersomnia,hypersomnia,disease,hyponym_of,sleep disorders,sleep disorders,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",circadian rhythm sleep disorders,circadian rhythm sleep disorders,disease,hyponym_of,sleep disorders,sleep disorders,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",sleep debt,sleep debt,other,hyponym_of,sleep disorders,sleep disorders,disease
1145,Recent studies have revealed that sleep deterioration is not only a comorbid symptom but also a prodrome and a risk factor for the development of dementia .,sleep deterioration,sleep deterioration,disease,risk_factor_of,dementia,dementia,disease
1147,"Salvia miltiorrhiza ( Lamiaceae ) , one of the most important and popular plants of traditional medicine of Asia , is used for the prevention and treatment of cardiovascular diseases and in central nervous system disturbances .",Salvia miltiorrhiza,salvia miltiorrhiza,drug,treatment_for,cardiovascular diseases,cardiovascular diseases,disease
1147,"Salvia miltiorrhiza ( Lamiaceae ) , one of the most important and popular plants of traditional medicine of Asia , is used for the prevention and treatment of cardiovascular diseases and in central nervous system disturbances .",Salvia miltiorrhiza,salvia miltiorrhiza,drug,treatment_for,central nervous system disturbances,central nervous system disturbances,disease
1147,"Salvia miltiorrhiza ( Lamiaceae ) , one of the most important and popular plants of traditional medicine of Asia , is used for the prevention and treatment of cardiovascular diseases and in central nervous system disturbances .",Lamiaceae,lamiaceae,other,abbreviation_for,Salvia miltiorrhiza,salvia miltiorrhiza,drug
1148,"The main aim of this study was to assess the influence of subchronic ( 28-fold ) administration of Salvia miltiorrhiza root extract ( SE , 200mg / kg , p . o . ) on behavioural activity and memory of rats and to evaluate the activities of cholinesterases ( AChE and BuChE ) and gene expression levels of AChE and BuChE as well as of beta-secretase ( BACE1 ) in the hippocampus and frontal cortex in vivo .",AChE,ache,gene,hyponym_of,cholinesterases,cholinesterases,gene
1148,"The main aim of this study was to assess the influence of subchronic ( 28-fold ) administration of Salvia miltiorrhiza root extract ( SE , 200mg / kg , p . o . ) on behavioural activity and memory of rats and to evaluate the activities of cholinesterases ( AChE and BuChE ) and gene expression levels of AChE and BuChE as well as of beta-secretase ( BACE1 ) in the hippocampus and frontal cortex in vivo .",BuChE,buche,gene,hyponym_of,cholinesterases,cholinesterases,gene
1171,Amyloid beta-protein ( Abeta ) is believed to contribute to the development of Alzheimer's disease ( AD ) .,Amyloid beta-protein,amyloid beta-protein,gene,risk_factor_of,Alzheimer's disease,alzheimer's disease,disease
1171,Amyloid beta-protein ( Abeta ) is believed to contribute to the development of Alzheimer's disease ( AD ) .,Abeta,abeta,gene,abbreviation_for,Amyloid beta-protein,amyloid beta-protein,gene
1171,Amyloid beta-protein ( Abeta ) is believed to contribute to the development of Alzheimer's disease ( AD ) .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
1172,"Here we showed that Abeta25-35 rapidly caused activation of autophagy , subsequently leading to reduction of autophagy associated with cellular apoptosis .",Abeta25-35,abeta25-35,gene,associated_with,cellular apoptosis,cellular apoptosis,other
1173,Further investigation revealed that the accumulation of beta-arrestin 1 ( ARRB1 ) caused by Abeta25-35 contributed to the induction of autophagic flux .,ARRB1,arrb1,gene,abbreviation_for,beta-arrestin 1,beta-arrestin 1,gene
1180,Current therapies for Alzheimer's disease ( AD ) offer partial symptomatic relief and do not modify disease progression .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
1186,The brains were then analyzed to assess amyloid-beta ( Abeta ) burden and the levels of key inflammatory markers .,Abeta,abeta,gene,abbreviation_for,amyloid-beta,amyloid-beta,gene
1187,Long-term treatment with M30 was associated with both the prevention and the reversal of transgene-related cognitive decline .,M30,m30,drug,associated_with,transgene-related cognitive decline,transgene-related cognitive decline,disease
1191,Age exacerbates the CCR2 / 5-mediated neuroinflammatory response to traumatic brain injury .,Age,age,other,risk_factor_of,CCR2 / 5-mediated,ccr2 / 5-mediated,gene
1192,"BACKGROUND : Traumatic brain injury ( TBI ) is a major risk factor for the development of multiple neurodegenerative diseases , including Alzheimer's disease ( AD ) and numerous recent reports document the development of dementia after TBI .",Traumatic brain injury,traumatic brain injury,disease,hyponym_of,neurodegenerative diseases,neurodegenerative diseases,disease
1192,"BACKGROUND : Traumatic brain injury ( TBI ) is a major risk factor for the development of multiple neurodegenerative diseases , including Alzheimer's disease ( AD ) and numerous recent reports document the development of dementia after TBI .",Traumatic brain injury,traumatic brain injury,disease,risk_factor_of,neurodegenerative diseases,neurodegenerative diseases,disease
1192,"BACKGROUND : Traumatic brain injury ( TBI ) is a major risk factor for the development of multiple neurodegenerative diseases , including Alzheimer's disease ( AD ) and numerous recent reports document the development of dementia after TBI .",TBI,tbi,disease,abbreviation_for,Traumatic brain injury,traumatic brain injury,disease
1192,"BACKGROUND : Traumatic brain injury ( TBI ) is a major risk factor for the development of multiple neurodegenerative diseases , including Alzheimer's disease ( AD ) and numerous recent reports document the development of dementia after TBI .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,neurodegenerative diseases,neurodegenerative diseases,disease
1192,"BACKGROUND : Traumatic brain injury ( TBI ) is a major risk factor for the development of multiple neurodegenerative diseases , including Alzheimer's disease ( AD ) and numerous recent reports document the development of dementia after TBI .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
1193,Age is a significant factor in both the risk of and the incidence of acquired brain injury .,Age,age,other,risk_factor_of,acquired brain injury,acquired brain injury,disease
1194,"TBI-induced inflammatory response is associated with activation of brain resident microglia and accumulation of infiltrating monocytes , which plays a pivotal role in chronic neurodegeneration and loss of neurological function after TBI .",TBI-induced inflammatory response,tbi-induced inflammatory response,disease,associated_with,loss of neurological function,loss of neurological function,disease
1202,"Targeting this cellular response with cenicriviroc , a dual CCR2 / 5 antagonist , significantly ameliorated injury-induced sequelae in the aged TBI animals .",cenicriviroc,cenicriviroc,drug,treatment_for,TBI,tbi,disease
1202,"Targeting this cellular response with cenicriviroc , a dual CCR2 / 5 antagonist , significantly ameliorated injury-induced sequelae in the aged TBI animals .",cenicriviroc,cenicriviroc,drug,hyponym_of,CCR2 / 5 antagonist,ccr2 / 5 antagonist,drug
1205,BACKGROUND : Dementia with Lewy bodies ( DLB ) is more prevalent in men than in women .,DLB,dlb,disease,abbreviation_for,Dementia with Lewy bodies,dementia with lewy bodies,disease
1208,"The objective of this study was to evaluate sex differences in cerebrospinal fluid ( CSF ) biomarker concentrations ( i . e . , alpha-synuclein ( alpha-syn ) , amyloid beta1-42 ( Abeta42 ) , total tau ( Tau ) , phosphorylated tau at threonine 181 ( pTau ) ) and clinical characteristics in DLB .",CSF,csf,other,abbreviation_for,cerebrospinal fluid,cerebrospinal fluid,other
1208,"The objective of this study was to evaluate sex differences in cerebrospinal fluid ( CSF ) biomarker concentrations ( i . e . , alpha-synuclein ( alpha-syn ) , amyloid beta1-42 ( Abeta42 ) , total tau ( Tau ) , phosphorylated tau at threonine 181 ( pTau ) ) and clinical characteristics in DLB .",alpha-syn,alpha-syn,gene,abbreviation_for,alpha-synuclein,alpha-synuclein,gene
1208,"The objective of this study was to evaluate sex differences in cerebrospinal fluid ( CSF ) biomarker concentrations ( i . e . , alpha-synuclein ( alpha-syn ) , amyloid beta1-42 ( Abeta42 ) , total tau ( Tau ) , phosphorylated tau at threonine 181 ( pTau ) ) and clinical characteristics in DLB .",Abeta42,abeta42,gene,abbreviation_for,amyloid beta1-42,amyloid beta1-42,gene
1210,"Sex differences in CSF biomarker concentrations ( i . e . , alpha-syn , Abeta42 , Tau , and pTau ) were evaluated using age-corrected general linear models ( GLM ) .",GLM,glm,method,abbreviation_for,age-corrected general linear models,age-corrected general linear models,method
1211,"In addition , we analyzed sex differences in core clinical features ( i . e . , visual hallucinations , parkinsonism , cognitive fluctuations , and REM sleep behavior disorder ( RBD ) and cognitive test scores using age - and education-adjusted GLM .",RBD,rbd,disease,abbreviation_for,REM sleep behavior disorder,rem sleep behavior disorder,disease
